0.00850057601928711,0.12,0.02
0.010112524032592773,0.25,-0.09
0.01235198974609375,0.11,0.06
0.013340950012207031,0.11,0.08
0.014277219772338867,0.14,0.00
0.015177726745605469,0.10,0.01
0.016078948974609375,0.15,0.08
0.016959190368652344,0.13,0.01
0.01781916618347168,0.12,-0.01
0.018471717834472656,0.12,0.07
0.01910996437072754,0.11,0.03
0.019881248474121094,00.14,0.18
0.021620750427246094,0.11,0.17
0.02231121063232422,0.12,0.11
0.022972583770751953,0.11,0.08
0.023676395416259766,0.10,0.06
0.024462223052978516,0.10,0.05
0.025128841400146484,0.12,0.05
0.0257875919342041,0.12,0.06
0.026536941528320312,0.10,-0.02
0.0271604061126709,0.11,0.05
0.03261590003967285,0.12,0.02
0.045042991638183594,0.18,-0.04
0.057172298431396484,0.12,0.06
0.06939816474914551,0.11,0.08
0.08176708221435547,0.15,-0.00
0.08962750434875488,0.12,0.00
0.10191941261291504,0.13,0.05
0.11461544036865234,0.11,0.01
0.12686586380004883,0.15,-0.03
0.13910818099975586,0.10,0.07
0.15089917182922363,0.11,0.05
0.16359186172485352,0.37,-0.05
0.17593765258789062,0.11,0.03
0.18426752090454102,0.11,0.06
0.19650864601135254,0.15,0.00
0.20877861976623535,0.12,-0.01
0.2210710048675537,0.11,0.06
0.23342108726501465,0.12,0.01
0.2455921173095703,0.12,-0.03
0.25783348083496094,0.12,0.07
0.2661466598510742,0.21,0.07
0.2785320281982422,0.16,-0.02
0.29069972038269043,0.10,0.01
0.30296802520751953,0.23,0.06
0.315201997756958,0.13,0.01
0.32747697830200195,0.11,-0.03
0.3397941589355469,0.12,0.07
0.3477039337158203,0.12,0.03
0.36428117752075195,0.25,-0.09
0.37267065048217773,0.10,0.05
0.3848447799682617,0.11,0.09
0.39670372009277344,0.14,-0.01
0.4090590476989746,0.09,-0.02
0.4217078685760498,0.11,0.07
0.4340169429779053,0.18,0.03
0.4462578296661377,0.37,-0.10
0.45797014236450195,0.11,0.06
0.46695685386657715,0.11,0.08
0.4792749881744385,0.15,-0.01
0.49532222747802734,0.11,-0.01
0.5036904811859131,0.11,0.06
0.5159347057342529,0.13,0.03
0.5282430648803711,0.29,-0.10
0.5405972003936768,0.10,0.07
0.552715539932251,0.11,0.08
0.5649495124816895,0.16,0.00
0.5732996463775635,0.11,0.00
0.5856437683105469,0.15,0.06
0.5978515148162842,0.12,0.01
0.6100900173187256,0.11,-0.01
0.6223878860473633,0.11,0.06
0.634587287902832,0.18,0.03
0.6469883918762207,0.26,-0.05
0.654958963394165,0.11,0.05
0.6674959659576416,0.12,0.07
0.6797597408294678,0.14,-0.01
0.6921172142028809,0.11,-0.01
0.7038822174072266,0.11,0.06
0.716120719909668,0.12,0.02
0.7289290428161621,0.15,-0.05
0.7410786151885986,0.10,0.05
0.7533550262451172,0.11,0.07
0.7652122974395752,0.13,-0.01
0.7740299701690674,0.11,0.00
0.7863702774047852,0.11,0.05
0.7980334758758545,0.11,0.01
0.8108336925506592,0.11,-0.02
0.8230788707733154,0.10,0.08
0.8353571891784668,0.12,0.06
0.8476500511169434,0.19,-0.05
0.8559267520904541,0.11,0.03
0.8681368827819824,0.12,0.07
0.8804571628570557,0.14,0.01
0.892744779586792,0.10,-0.01
0.9050295352935791,0.11,0.07
0.916771411895752,0.12,0.02
0.9294781684875488,0.13,-0.04
0.9418025016784668,0.12,0.05
0.9500958919525146,0.11,0.07
0.9625647068023682,0.14,-0.00
0.9743838310241699,0.11,-0.00
0.9870531558990479,0.11,0.06
0.9992311000823975,0.13,0.01
1.0114929676055908,0.12,-0.03
1.0233254432678223,0.10,0.06
1.035935878753662,0.14,0.07
1.0482347011566162,0.14,-0.02
1.0565426349639893,0.11,0.00
1.0689399242401123,0.13,0.05
1.0810935497283936,0.11,0.01
1.0933780670166016,0.13,-0.03
1.1051878929138184,0.11,0.07
1.1174039840698242,0.12,0.05
1.1301240921020508,0.22,-0.07
1.1424098014831543,0.11,0.05
1.150841474533081,0.11,0.07
1.1629908084869385,0.13,0.00
1.175232172012329,0.10,0.00
1.187608242034912,0.16,0.04
1.1984050273895264,0.12,0.01
1.2116820812225342,0.11,-0.02
1.2203831672668457,0.11,0.07
1.2326934337615967,0.11,0.03
1.2449724674224854,0.19,-0.06
1.2571799755096436,0.11,0.04
1.2694804668426514,0.11,0.06
1.2818591594696045,0.13,-0.01
1.2940809726715088,0.11,-0.02
1.3063833713531494,0.11,0.06
1.314671516418457,0.13,0.02
1.3309781551361084,0.27,-0.11
1.3392717838287354,0.12,0.06
1.3509645462036133,0.11,0.08
1.363309383392334,0.14,-0.00
1.3759853839874268,0.12,-0.01
1.38820219039917,0.11,0.07
1.4005091190338135,0.14,0.02
1.4123420715332031,0.32,-0.08
1.4249370098114014,0.10,0.06
1.4336133003234863,0.11,0.08
1.4452228546142578,0.15,-0.01
1.4618849754333496,0.10,-0.00
1.470238447189331,0.11,0.06
1.482024908065796,0.13,0.01
1.4949090480804443,0.18,-0.10
1.507007122039795,0.11,0.08
1.5192492008209229,0.11,0.08
1.5315907001495361,0.17,0.00
1.5400097370147705,0.11,0.01
1.552109718322754,0.11,0.06
1.5643508434295654,0.11,0.00
1.5766639709472656,0.11,-0.01
1.5886969566345215,0.11,0.07
1.6011595726013184,0.14,0.02
1.6133942604064941,0.32,-0.05
1.6217899322509766,0.11,0.05
1.6340043544769287,0.12,0.06
1.6462903022766113,0.15,-0.03
1.659775972366333,0.11,-0.00
1.6708195209503174,0.11,0.06
1.6831598281860352,0.15,0.01
1.695462703704834,0.17,-0.07
1.707672119140625,0.12,0.07
1.7208943367004395,0.12,0.08
1.732023000717163,0.16,-0.01
1.7407033443450928,0.12,0.00
1.7528188228607178,0.13,0.06
1.7650823593139648,0.13,0.01
1.7773797512054443,0.12,-0.03
1.7896952629089355,0.11,0.07
1.8019838333129883,0.17,0.03
1.8141322135925293,0.52,-0.09
1.822545051574707,0.11,0.05
1.8347551822662354,0.13,0.08
1.8470380306243896,0.18,0.00
1.8593037128448486,0.12,-0.00
1.8715360164642334,0.12,0.07
1.8838284015655518,0.23,0.03
1.8960535526275635,0.14,-0.03
1.9055683612823486,0.12,0.07
1.9166643619537354,0.21,0.01
1.9290571212768555,0.20,-0.02
1.9412779808044434,0.13,0.01
1.9534730911254883,0.13,0.06
1.9659903049468994,0.14,0.01
1.9775569438934326,0.13,-0.02
1.990403175354004,0.14,0.08
1.9983394145965576,0.17,0.03
2.010976552963257,0.54,-0.11
2.0232558250427246,0.12,0.06
2.03536319732666,0.13,0.08
2.047781229019165,0.15,0.00
2.059964418411255,0.12,0.00
2.0683047771453857,0.14,0.06
2.0805723667144775,0.14,0.00
2.0927627086639404,0.13,-0.03
2.1050312519073486,0.14,0.06
2.1172800064086914,0.17,0.02
2.1290204524993896,0.49,-0.11
2.1413326263427734,0.13,0.07
2.1496665477752686,0.13,0.09
2.1618916988372803,0.19,0.00
2.1745805740356445,0.12,0.00
2.1863718032836914,0.14,0.06
2.1991918087005615,0.14,0.00
2.210872173309326,0.13,-0.02
2.219749689102173,0.14,0.06
2.231929063796997,0.18,0.02
2.2442688941955566,0.28,-0.11
2.2565505504608154,0.12,0.07
2.2688629627227783,0.14,0.09
2.28104829788208,0.16,-0.01
2.2929189205169678,0.13,-0.00
2.3056321144104004,0.13,0.07
2.3175528049468994,0.14,0.01
2.330106019973755,0.20,-0.04
2.3385488986968994,0.13,0.05
2.3507702350616455,0.14,0.07
2.36299729347229,0.22,-0.01
2.3752989768981934,0.14,-0.00
2.3875863552093506,0.13,0.07
2.3999218940734863,0.15,0.01
2.412214517593384,0.27,-0.06
2.4243593215942383,0.13,0.06
2.4367239475250244,0.13,0.07
2.4489457607269287,0.20,-0.01
2.4611620903015137,0.14,-0.00
2.470322370529175,0.13,0.06
2.4813365936279297,0.16,0.02
2.494030237197876,0.29,-0.04
2.506335496902466,0.13,0.06
2.5181236267089844,0.13,0.07
2.530454397201538,0.17,-0.01
2.543140411376953,0.13,-0.00
2.55538010597229,0.13,0.06
2.5677804946899414,0.13,0.02
2.579542636871338,0.15,-0.04
2.588280200958252,0.12,0.05
2.6006953716278076,0.17,0.06
2.6128814220428467,0.19,-0.02
2.625115394592285,0.13,0.00
2.6373486518859863,0.14,0.04
2.6496036052703857,0.14,0.00
2.66202712059021,0.19,-0.03
2.6702089309692383,0.14,0.08
2.682490587234497,0.14,0.04
2.694556474685669,0.61,-0.05
2.706733465194702,0.13,0.03
2.719505548477173,0.13,0.07
2.7316946983337402,0.19,-0.00
2.7439374923706055,0.07,-0.02
2.756260871887207,0.13,0.07
2.768557071685791,0.15,0.03
2.7810282707214355,0.42,-0.05
2.7891294956207275,0.13,0.04
2.801358222961426,0.13,0.07
2.813697338104248,0.20,-0.00
2.825469970703125,0.13,-0.00
2.837625026702881,0.13,0.05
2.850470781326294,0.23,0.03
2.8627917766571045,0.55,-0.05
2.8749313354492188,0.13,0.03
2.88663649559021,0.14,0.06
2.898922920227051,0.18,-0.01
2.911900281906128,0.13,-0.01
2.9202094078063965,0.13,0.06
2.9323976039886475,0.15,0.02
2.94474720954895,0.21,-0.06
2.9570624828338623,0.14,0.05
2.9692258834838867,0.13,0.06
2.9810540676116943,0.17,-0.01
2.9931387901306152,0.15,-0.01
3.0059173107147217,0.13,0.07
3.0182063579559326,0.15,0.02
3.0299713611602783,0.24,-0.06
3.038848400115967,0.14,0.04
3.0510900020599365,0.13,0.07
3.0633764266967773,0.18,-0.01
3.0757181644439697,0.13,-0.01
3.0880651473999023,0.13,0.06
3.100137948989868,0.14,0.02
3.112410306930542,0.17,-0.06
3.1246488094329834,0.13,0.05
3.132601261138916,0.14,0.07
3.1492562294006348,0.21,-0.01
3.161520004272461,0.13,-0.00
3.170581102371216,0.13,0.06
3.182337760925293,0.15,0.02
3.1939492225646973,0.16,-0.05
3.206486463546753,0.13,0.05
3.2190091609954834,0.15,0.06
3.2312114238739014,0.15,-0.01
3.243462562561035,0.14,0.00
3.2518677711486816,0.15,0.04
3.26403546333313,0.13,0.01
3.275874614715576,0.13,-0.03
3.2886338233947754,0.13,0.07
3.300828456878662,0.26,0.04
3.3131496906280518,0.59,-0.07
3.3253278732299805,0.12,0.03
